timestamp_ms,side,price,size,trade_id
1787619722377,sell,79836.1,0.00002302,1048159743
1787619722094,sell,79836.1,0.00661421,1048159742
1787619722094,sell,79836.1,0.00125259,1048159741
1787619721950,buy,79836.2,0.00412344,1048159740
1787619721916,buy,79834.8,0.0000102,1048159739
1787619721794,sell,79839.6,0.0000102,1048159738
1787619721794,sell,79839.9,0.00040069,1048159737
1787619721794,sell,79840,0.00008096,1048159736
1787619721792,sell,79841.3,0.01044518,1048159735
1787619721783,sell,79841.6,0.00001257,1048159734
1787619721782,sell,79843.8,0.00161382,1048159733
1787619721782,sell,79844.2,0.00040268,1048159732
1787619721782,sell,79847.2,0.00025047,1048159731
1787619721781,sell,79847.8,0.01002028,1048159730
1787619721781,sell,79847.8,0.00143534,1048159729
1787619721781,sell,79847.8,0.00143535,1048159728
1787619721781,sell,79847.8,0.00066479,1048159727
1787619721781,sell,79847.8,0.00085385,1048159726
1787619721206,buy,79847.9,0.03756471,1048159725
1787619721206,buy,79847.9,0.00000001,1048159724
1787619721126,sell,79848.4,0.0012,1048159723
1787619721126,sell,79848.4,0.00003346,1048159722
1787619721126,sell,79848.4,0.0000307,1048159721
1787619721126,sell,79848.4,0.00002287,1048159720
1787619721126,sell,79848.4,0.00001029,1048159719
1787619719357,sell,79852.3,0.00003566,1048159718
1787619719356,sell,79856.3,0.00141176,1048159717
1787619719356,sell,79856.3,0.00141176,1048159716
1787619719102,buy,79853.9,0.0000102,1048159715
1787619719102,buy,79852.3,0.00292514,1048159714
1787619719101,sell,79852.2,0.00008821,1048159713
1787619719098,buy,79848.3,0.00010026,1048159712
1787619719098,buy,79848.3,0.00141173,1048159711
1787619719098,buy,79848.3,0.00001,1048159710
1787619719098,buy,79848.3,0.00001,1048159709
1787619719098,buy,79848.3,0.00138208,1048159708
1787619719098,buy,79848.3,0.00001,1048159707
1787619719013,sell,79852.3,0.00118612,1048159706
1787619718876,sell,79852.5,0.00114723,1048159705
1787619718876,sell,79852.6,0.00005278,1048159704
1787619718865,sell,79852.3,0.00001502,1048159703
1787619718861,sell,79858.5,0.00004093,1048159702
1787619718861,sell,79858.5,0.00158143,1048159701
1787619718791,sell,79858.5,0.00011397,1048159700
1787619718788,buy,79857.2,0.00051947,1048159699
1787619718788,buy,79857.2,0.00051947,1048159698
1787619718786,buy,79848.9,0.012,1048159697
1787619718786,buy,79848.2,0.00250373,1048159696
1787619718786,buy,79847.9,0.0000329,1048159695
1787619715604,buy,79847.9,0.00047073,1048159694
1787619715600,buy,79847.9,0.00055067,1048159693
1787619715597,buy,79850.1,0.0006442,1048159692
1787619715596,sell,79846.3,0.00000001,1048159691
1787619715596,sell,79850,0.00008096,1048159690
1787619715596,sell,79850.5,0.000015,1048159689
1787619715596,sell,79851.6,0.0000102,1048159688
1787619715592,buy,79852.3,0.00075362,1048159687
1787619715592,buy,79852.3,0.00000001,1048159686
1787619715587,sell,79854.8,0.00040268,1048159685
1787619715586,buy,79854.9,0.00088169,1048159684
1787619715581,sell,79858.4,0.00000538,1048159683
1787619715581,sell,79858.4,0.00568,1048159682
1787619715580,buy,79858.5,0.00101651,1048159681
1787619715580,buy,79858.5,0.00001502,1048159680
1787619715580,sell,79858.4,0.00540182,1048159679
1787619715577,sell,79860,0.00008096,1048159678
1787619715576,sell,79861.9,0.00005457,1048159677
1787619715576,sell,79861.9,0.00120693,1048159676
1787619715576,sell,79861.9,0.00245479,1048159675
1787619715071,sell,79861.9,0.00085185,1048159674
1787619715071,sell,79861.9,0.00135181,1048159673
1787619715071,sell,79861.9,0.00007276,1048159672
1787619715071,sell,79861.9,0.0012,1048159671
1787619715071,sell,79861.9,0.00141161,1048159670
1787619715071,sell,79861.9,0.0019,1048159669
1787619714694,buy,79862,0.00165128,1048159668
1787619714690,buy,79862,0.00193163,1048159667
1787619714687,sell,79863.6,0.0000102,1048159666
1787619714687,sell,79871.6,0.00009701,1048159665
1787619714687,sell,79871.6,0.00302626,1048159664
1787619714687,sell,79871.6,0.00225943,1048159663
1787619714687,sell,79871.6,0.00001,1048159662
1787619714687,sell,79871.6,0.00134182,1048159661
1787619714687,sell,79871.6,0.00135147,1048159660
1787619714450,buy,79871.6,0.00001257,1048159659
1787619714450,buy,79870,0.00008096,1048159658
1787619714450,buy,79869,0.00085385,1048159657
1787619714449,buy,79865.4,0.00040268,1048159656
1787619714445,buy,79863.9,0.0000102,1048159655
1787619714445,buy,79863.7,0.00001501,1048159654
1787619714379,buy,79855.3,0.06351773,1048159653
1787619714379,buy,79855.3,0.1166,1048159652
1787619714379,buy,79855.3,0.00135192,1048159651
1787619714379,buy,79855.3,0.00135193,1048159650
1787619714150,buy,79855.3,0.08200459,1048159649
1787619714150,buy,79855.3,0.00135182,1048159648
1787619714150,buy,79855.3,0.00134203,1048159647
1787619714150,buy,79855.3,0.00575744,1048159646
1787619714150,buy,79855.3,0.00575734,1048159645
1787619714150,buy,79855.3,0.00001,1048159644
1787619778141,buy,79905.1,0.00125149,1048161481
1787619777942,sell,79900,0.00008096,1048161480
1787619777941,sell,79907.1,0.00161203,1048161479
1787619777941,sell,79907.1,0.00001,1048161478
1787619777941,sell,79907.1,0.00001,1048161477
1787619777941,sell,79907.1,0.00167102,1048161476
1787619777941,sell,79907.1,0.00003898,1048161475
1787619777874,buy,79903.1,0.0012,1048161474
1787619777870,buy,79903.1,0.0786,1048161473
1787619777870,buy,79903.1,0.0014,1048161472
1787619777863,buy,79917.1,0.0151864,1048161471
1787619777863,buy,79916.2,0.08046444,1048161470
1787619777863,buy,79915.6,0.00001256,1048161469
1787619777863,buy,79914.9,0.007643,1048161468
1787619777863,buy,79913.1,0.02112995,1048161467
1787619777863,buy,79911.7,0.00001501,1048161466
1787619777863,buy,79910.8,0.0532273,1048161465
1787619777863,buy,79910,0.00008096,1048161464
1787619777863,buy,79907.8,0.00040268,1048161463
1787619777863,buy,79907.1,0.04873,1048161462
1787619777863,buy,79907.1,0.00388726,1048161461
1787619777863,buy,79905.1,0.04515,1048161460
1787619777863,buy,79903.7,0.04407044,1048161459
1787619777862,buy,79903.7,0.00092499,1048161458
1787619777862,buy,79903.7,0.00001501,1048161457
1787619777862,buy,79903.2,0.12,1048161456
1787619777862,buy,79903.1,0.03906,1048161455
1787619777860,buy,79900.6,0.06004484,1048161454
1787619777860,buy,79900,0.00008096,1048161453
1787619777860,buy,79899.9,0.00040069,1048161452
1787619777860,buy,79899.4,0.0000102,1048161451
1787619777860,buy,79899.1,0.00323938,1048161450
1787619777860,buy,79898.4,0.01622393,1048161449
1787619777860,buy,79898.4,0.01377607,1048161448
1787619777860,buy,79897.2,0.00040268,1048161447
1787619777860,buy,79892.7,0.00658674,1048161446
1787619777860,buy,79892.7,0.01923451,1048161445
1787619777860,buy,79890,0.00008096,1048161444
1787619777860,buy,79888.7,0.0105619,1048161443
1787619777860,buy,79887.4,0.0000102,1048161442
1787619777859,buy,79882.5,0.012,1048161441
1787619777859,buy,79881.3,0.05816968,1048161440
1787619777858,buy,79879.9,0.0000102,1048161439
1787619777858,buy,79879.8,0.06585678,1048161438
1787619777858,buy,79879.8,0.04399988,1048161437
1787619777858,buy,79877.1,0.00170061,1048161436
1787619777858,buy,79877.1,0.00001,1048161435
1787619777858,buy,79877.1,0.00001,1048161434
1787619777858,buy,79877.1,0.00004738,1048161433
1787619777858,buy,79877.1,0.00004764,1048161432
1787619777858,buy,79877.1,0.00001,1048161431
1787619777117,sell,79878.8,0.00000001,1048161430
1787619777117,sell,79879,0.00025037,1048161429
1787619777010,sell,79880,0.00025038,1048161428
1787619777010,sell,79880,0.00008096,1048161427
1787619776989,sell,79886.3,0.0000102,1048161426
1787619776982,sell,79889.2,0.0000102,1048161425
1787619776982,sell,79889.5,0.00250345,1048161424
1787619776982,sell,79889.8,0.0015,1048161423
1787619776982,sell,79889.8,0.00313209,1048161422
1787619776982,sell,79889.8,0.00991982,1048161421
1787619776982,sell,79889.8,0.00003483,1048161420
1787619776048,buy,79889.9,0.00020027,1048161419
1787619774965,sell,79889.8,0.00053834,1048161418
1787619774962,sell,79895.6,0.00072605,1048161417
1787619774962,sell,79895.6,0.00000001,1048161416
1787619774959,buy,79893.5,0.00025021,1048161415
1787619774959,buy,79893.4,0.0000102,1048161414
1787619774959,buy,79890,0.00008096,1048161413
1787619774959,buy,79887.7,0.0012,1048161412
1787619774959,buy,79887.7,0.00001501,1048161411
1787619774938,buy,79886.6,0.00040268,1048161410
1787619774935,buy,79879.7,0.00259151,1048161409
1787619773403,buy,79879.7,0.0008,1048161408
1787619773403,buy,79879.7,0.0012,1048161407
1787619772866,buy,79878.9,0.0012,1048161406
1787619772679,sell,79874,0.00001256,1048161405
1787619772679,sell,79874.5,0.00001501,1048161404
1787619772678,sell,79874.7,0.01941664,1048161403
